Symbol,Date,Close
TSLA,06/08/2018,68.4
TSLA,07/08/2018,75.91
TSLA,08/08/2018,74.07
TSLA,09/08/2018,70.49
TSLA,10/08/2018,71.1
TSLA,13/08/2018,71.28
TSLA,14/08/2018,69.53
TSLA,15/08/2018,67.74
TSLA,16/08/2018,67.09
TSLA,17/08/2018,61.1
TSLA,20/08/2018,61.69
TSLA,21/08/2018,64.38
TSLA,22/08/2018,64.33
TSLA,23/08/2018,64.02
TSLA,24/08/2018,64.56
TSLA,27/08/2018,63.85
TSLA,28/08/2018,62.37
TSLA,29/08/2018,61
TSLA,30/08/2018,60.63
TSLA,31/08/2018,60.33
TSLA,04/09/2018,57.79
TSLA,05/09/2018,56.15
TSLA,06/09/2018,56.19
TSLA,07/09/2018,52.65
TSLA,10/09/2018,57.1
TSLA,11/09/2018,55.89
TSLA,12/09/2018,58.11
TSLA,13/09/2018,57.89
TSLA,14/09/2018,59.04
TSLA,17/09/2018,58.97
TSLA,18/09/2018,56.99
TSLA,19/09/2018,59.8
TSLA,20/09/2018,59.67
TSLA,21/09/2018,59.82
TSLA,24/09/2018,59.94
TSLA,25/09/2018,60.2
TSLA,26/09/2018,61.92
TSLA,27/09/2018,61.5
TSLA,28/09/2018,52.95
TSLA,01/10/2018,62.14
TSLA,02/10/2018,60.2
TSLA,03/10/2018,58.96
TSLA,04/10/2018,56.37
TSLA,05/10/2018,52.39
TSLA,08/10/2018,50.11
TSLA,09/10/2018,52.56
TSLA,10/10/2018,51.38
TSLA,11/10/2018,50.45
TSLA,12/10/2018,51.76
TSLA,15/10/2018,51.92
TSLA,16/10/2018,55.32
TSLA,17/10/2018,54.36
TSLA,18/10/2018,52.78
TSLA,19/10/2018,52
TSLA,22/10/2018,52.19
TSLA,23/10/2018,58.83
TSLA,24/10/2018,57.7
TSLA,25/10/2018,62.97
TSLA,26/10/2018,66.18
TSLA,29/10/2018,66.97
TSLA,30/10/2018,65.98
TSLA,31/10/2018,67.46
TSLA,01/11/2018,68.86
TSLA,02/11/2018,69.28
TSLA,05/11/2018,68.28
TSLA,06/11/2018,68.21
TSLA,07/11/2018,69.63
TSLA,08/11/2018,70.28
TSLA,09/11/2018,70.1
TSLA,12/11/2018,66.26
TSLA,13/11/2018,67.75
TSLA,14/11/2018,68.8
TSLA,15/11/2018,69.69
TSLA,16/11/2018,70.86
TSLA,19/11/2018,70.69
TSLA,20/11/2018,69.5
TSLA,21/11/2018,67.64
TSLA,23/11/2018,65.17
TSLA,26/11/2018,69.2
TSLA,27/11/2018,68.78
TSLA,28/11/2018,69.57
TSLA,29/11/2018,68.23
TSLA,30/11/2018,70.1
TSLA,03/12/2018,71.7
TSLA,04/12/2018,71.94
TSLA,06/12/2018,72.61
TSLA,07/12/2018,71.59
TSLA,10/12/2018,73.03
TSLA,11/12/2018,73.35
TSLA,12/12/2018,73.32
TSLA,13/12/2018,75.36
TSLA,14/12/2018,73.14
TSLA,17/12/2018,69.68
TSLA,18/12/2018,67.41
TSLA,19/12/2018,66.59
TSLA,20/12/2018,63.08
TSLA,21/12/2018,63.95
TSLA,24/12/2018,59.08
TSLA,26/12/2018,65.22
TSLA,27/12/2018,63.23
TSLA,28/12/2018,66.77
TSLA,31/12/2018,66.56
TSLA,02/01/2019,62.02
TSLA,03/01/2019,60.07
TSLA,04/01/2019,63.54
TSLA,07/01/2019,66.99
TSLA,08/01/2019,67.07
TSLA,09/01/2019,67.71
TSLA,10/01/2019,68.99
TSLA,11/01/2019,69.45
TSLA,14/01/2019,66.88
TSLA,15/01/2019,68.89
TSLA,16/01/2019,69.21
TSLA,17/01/2019,69.46
TSLA,18/01/2019,60.45
TSLA,22/01/2019,59.78
TSLA,23/01/2019,57.52
TSLA,24/01/2019,58.3
TSLA,25/01/2019,59.41
TSLA,28/01/2019,59.28
TSLA,29/01/2019,59.49
TSLA,30/01/2019,61.75
TSLA,31/01/2019,61.4
TSLA,01/02/2019,62.44
TSLA,04/02/2019,62.58
TSLA,05/02/2019,64.27
TSLA,06/02/2019,63.44
TSLA,07/02/2019,61.5
TSLA,08/02/2019,61.16
TSLA,11/02/2019,62.57
TSLA,12/02/2019,62.36
TSLA,13/02/2019,61.63
TSLA,14/02/2019,60.75
TSLA,15/02/2019,61.58
TSLA,19/02/2019,61.13
TSLA,20/02/2019,60.51
TSLA,21/02/2019,58.25
TSLA,22/02/2019,58.94
TSLA,25/02/2019,59.75
TSLA,26/02/2019,59.57
TSLA,27/02/2019,62.95
TSLA,28/02/2019,63.98
TSLA,01/03/2019,58.96
TSLA,04/03/2019,57.07
TSLA,05/03/2019,55.31
TSLA,06/03/2019,55.25
TSLA,07/03/2019,55.32
TSLA,08/03/2019,56.83
TSLA,11/03/2019,58.18
TSLA,12/03/2019,56.67
TSLA,13/03/2019,57.79
TSLA,14/03/2019,57.99
TSLA,15/03/2019,55.09
TSLA,18/03/2019,53.9
TSLA,19/03/2019,53.49
TSLA,20/03/2019,54.72
TSLA,21/03/2019,54.8
TSLA,22/03/2019,52.91
TSLA,25/03/2019,52.08
TSLA,26/03/2019,53.55
TSLA,27/03/2019,54.97
TSLA,28/03/2019,55.72
TSLA,29/03/2019,55.97
TSLA,01/04/2019,57.84
TSLA,02/04/2019,57.18
TSLA,03/04/2019,58.36
TSLA,04/04/2019,53.56
TSLA,05/04/2019,54.99
TSLA,08/04/2019,54.64
TSLA,09/04/2019,54.46
TSLA,10/04/2019,55.21
TSLA,11/04/2019,53.68
TSLA,12/04/2019,53.54
TSLA,15/04/2019,53.28
TSLA,16/04/2019,54.67
TSLA,17/04/2019,54.25
TSLA,18/04/2019,54.65
TSLA,22/04/2019,52.55
TSLA,23/04/2019,52.78
TSLA,24/04/2019,51.73
TSLA,25/04/2019,49.53
TSLA,26/04/2019,47.03
TSLA,29/04/2019,48.29
TSLA,30/04/2019,47.74
TSLA,01/05/2019,46.8
TSLA,02/05/2019,48.82
TSLA,03/05/2019,51.01
TSLA,06/05/2019,51.07
TSLA,07/05/2019,49.41
TSLA,08/05/2019,48.97
TSLA,09/05/2019,48.4
TSLA,10/05/2019,47.9
TSLA,13/05/2019,45.4
TSLA,14/05/2019,46.46
TSLA,15/05/2019,46.39
TSLA,16/05/2019,45.67
TSLA,17/05/2019,42.21
TSLA,20/05/2019,41.07
TSLA,21/05/2019,41.02
TSLA,22/05/2019,38.55
TSLA,23/05/2019,39.1
TSLA,24/05/2019,38.13
TSLA,28/05/2019,37.74
TSLA,29/05/2019,37.97
TSLA,30/05/2019,37.64
TSLA,31/05/2019,37.03
TSLA,03/06/2019,35.79
TSLA,04/06/2019,38.72
TSLA,05/06/2019,39.32
TSLA,06/06/2019,41.19
TSLA,07/06/2019,40.9
TSLA,10/06/2019,42.58
TSLA,11/06/2019,43.42
TSLA,12/06/2019,41.85
TSLA,13/06/2019,42.78
TSLA,14/06/2019,42.98
TSLA,17/06/2019,45.01
TSLA,18/06/2019,44.95
TSLA,19/06/2019,45.29
TSLA,20/06/2019,43.92
TSLA,21/06/2019,44.37
TSLA,24/06/2019,44.73
TSLA,25/06/2019,43.95
TSLA,26/06/2019,43.85
TSLA,27/06/2019,44.57
TSLA,28/06/2019,44.69
TSLA,01/07/2019,45.43
TSLA,02/07/2019,44.91
TSLA,03/07/2019,46.98
TSLA,05/07/2019,46.62
TSLA,08/07/2019,46.07
TSLA,09/07/2019,46.01
TSLA,10/07/2019,47.78
TSLA,11/07/2019,47.72
TSLA,12/07/2019,49.02
TSLA,15/07/2019,50.7
TSLA,16/07/2019,50.48
TSLA,17/07/2019,50.97
TSLA,18/07/2019,50.71
TSLA,19/07/2019,51.64
TSLA,22/07/2019,51.14
TSLA,23/07/2019,52.03
TSLA,24/07/2019,52.98
TSLA,25/07/2019,45.76
TSLA,26/07/2019,45.61
TSLA,29/07/2019,47.15
TSLA,30/07/2019,48.45
TSLA,31/07/2019,48.32
TSLA,01/08/2019,46.77
TSLA,02/08/2019,46.87
TSLA,05/08/2019,45.66
TSLA,06/08/2019,46.15
TSLA,07/08/2019,46.68
TSLA,08/08/2019,47.66
TSLA,09/08/2019,47
TSLA,12/08/2019,45.8
TSLA,13/08/2019,47
TSLA,14/08/2019,43.92
TSLA,15/08/2019,43.13
TSLA,16/08/2019,43.99
TSLA,19/08/2019,45.37
TSLA,20/08/2019,45.17
TSLA,21/08/2019,44.17
TSLA,22/08/2019,44.43
TSLA,23/08/2019,42.28
TSLA,26/08/2019,43
TSLA,27/08/2019,42.82
TSLA,28/08/2019,43.12
TSLA,29/08/2019,44.34
TSLA,30/08/2019,45.12
TSLA,03/09/2019,45
TSLA,04/09/2019,44.14
TSLA,05/09/2019,45.92
TSLA,06/09/2019,45.49
TSLA,09/09/2019,46.36
TSLA,10/09/2019,47.11
TSLA,11/09/2019,49.42
TSLA,12/09/2019,49.17
TSLA,13/09/2019,49.04
TSLA,16/09/2019,48.56
TSLA,17/09/2019,48.96
TSLA,18/09/2019,48.7
TSLA,19/09/2019,49.32
TSLA,20/09/2019,48.12
TSLA,23/09/2019,48.25
TSLA,24/09/2019,44.64
TSLA,25/09/2019,45.74
TSLA,26/09/2019,48.51
TSLA,27/09/2019,48.43
TSLA,30/09/2019,48.17
TSLA,01/10/2019,48.94
TSLA,02/10/2019,48.63
TSLA,03/10/2019,46.61
TSLA,04/10/2019,46.29
TSLA,07/10/2019,47.54
TSLA,08/10/2019,48.01
TSLA,09/10/2019,48.91
TSLA,10/10/2019,48.95
TSLA,11/10/2019,49.58
TSLA,14/10/2019,51.39
TSLA,15/10/2019,51.58
TSLA,16/10/2019,51.95
TSLA,17/10/2019,52.39
TSLA,18/10/2019,51.39
TSLA,21/10/2019,50.7
TSLA,22/10/2019,51.12
TSLA,23/10/2019,50.94
TSLA,24/10/2019,59.94
TSLA,25/10/2019,65.63
TSLA,28/10/2019,65.54
TSLA,29/10/2019,63.24
TSLA,30/10/2019,63
TSLA,31/10/2019,62.98
TSLA,01/11/2019,62.66
TSLA,04/11/2019,63.49
TSLA,05/11/2019,63.44
TSLA,06/11/2019,65.32
TSLA,07/11/2019,67.11
TSLA,08/11/2019,67.43
TSLA,11/11/2019,69.02
TSLA,12/11/2019,69.99
TSLA,13/11/2019,69.22
TSLA,14/11/2019,69.87
TSLA,15/11/2019,70.43
TSLA,18/11/2019,70
TSLA,19/11/2019,71.9
TSLA,20/11/2019,70.44
TSLA,21/11/2019,70.97
TSLA,22/11/2019,66.61
TSLA,25/11/2019,67.27
TSLA,26/11/2019,65.78
TSLA,27/11/2019,66.26
TSLA,29/11/2019,65.99
TSLA,02/12/2019,66.97
TSLA,03/12/2019,67.24
TSLA,04/12/2019,66.61
TSLA,05/12/2019,66.07
TSLA,06/12/2019,67.18
TSLA,09/12/2019,67.91
TSLA,10/12/2019,69.77
TSLA,11/12/2019,70.54
TSLA,12/12/2019,71.94
TSLA,13/12/2019,71.68
TSLA,16/12/2019,76.3
TSLA,17/12/2019,75.8
TSLA,18/12/2019,78.63
TSLA,19/12/2019,80.81
TSLA,20/12/2019,81.12
TSLA,23/12/2019,83.84
TSLA,24/12/2019,85.05
TSLA,26/12/2019,86.19
TSLA,27/12/2019,86.08
TSLA,30/12/2019,82.94
