Date,Price,Open,High,Low,Vol.,Change %
16-May-19,97.678,97.355,97.715,97.265,12.12K,0.31%
15-May-19,97.376,97.345,97.515,97.24,13.64K,0.06%
14-May-19,97.322,97.115,97.36,97.075,9.00K,0.21%
13-May-19,97.12,97.11,97.195,96.81,17.10K,-0.01%
10-May-19,97.125,97.245,97.245,96.905,14.29K,-0.04%
9-May-19,97.164,97.37,97.49,97.01,17.59K,-0.23%
8-May-19,97.388,97.345,97.44,97.18,13.54K,-0.01%
7-May-19,97.399,97.285,97.51,97.135,17.16K,0.13%
6-May-19,97.268,97.335,97.465,97.225,9.24K,0.01%
3-May-19,97.26,97.575,97.865,97.185,12.96K,-0.33%
2-May-19,97.586,97.355,97.595,97.255,14.40K,0.18%
1-May-19,97.41,97.23,97.46,96.87,18.04K,0.22%
30-Apr-19,97.201,97.575,97.625,97.17,16.35K,-0.39%
29-Apr-19,97.581,97.75,97.84,97.545,8.42K,-0.15%
26-Apr-19,97.726,97.88,98.085,97.56,14.69K,-0.20%
25-Apr-19,97.919,97.8,98.055,97.715,16.65K,0.07%
24-Apr-19,97.855,97.265,97.88,97.265,20.00K,0.55%
23-Apr-19,97.32,96.97,97.46,96.955,12.19K,0.38%
22-Apr-19,96.955,97.085,97.1,96.92,6.23K,-0.20%
18-Apr-19,97.151,96.695,97.29,96.62,16.76K,0.51%
17-Apr-19,96.658,96.73,96.785,96.46,10.50K,0.01%
16-Apr-19,96.652,96.545,96.73,96.5,14.63K,0.10%
15-Apr-19,96.556,96.58,96.58,96.405,9.89K,-0.04%
12-Apr-19,96.598,96.8,96.815,96.365,16.01K,-0.22%
11-Apr-19,96.809,96.525,96.86,96.5,10.06K,0.26%
10-Apr-19,96.558,96.6,96.84,96.405,13.60K,-0.05%
9-Apr-19,96.611,96.675,96.7,96.46,9.46K,-0.04%
8-Apr-19,96.65,97,97.02,96.575,12.36K,-0.36%
5-Apr-19,97.002,96.92,97.075,96.7,10.23K,0.08%
4-Apr-19,96.925,96.62,96.945,96.605,16.28K,0.27%
3-Apr-19,96.662,96.885,96.89,96.525,12.58K,-0.27%
2-Apr-19,96.923,96.895,97.095,96.825,14.00K,0.13%
1-Apr-19,96.799,96.795,96.87,96.58,14.05K,-0.05%
29-Mar-19,96.845,96.765,96.91,96.565,15.90K,0.08%
28-Mar-19,96.764,96.485,96.855,96.36,20.79K,0.50%
27-Mar-19,96.283,96.25,96.49,96.19,11.34K,0.06%
26-Mar-19,96.225,95.99,96.335,95.94,10.86K,0.16%
25-Mar-19,96.068,96.145,96.19,95.895,11.69K,-0.09%
22-Mar-19,96.151,95.84,96.29,95.695,20.72K,0.17%
21-Mar-19,95.987,95.38,96.125,95.295,28.79K,0.83%
20-Mar-19,95.201,95.84,96.03,95.17,25.78K,-0.66%
19-Mar-19,95.831,95.97,95.975,95.73,9.63K,-0.71%
18-Mar-19,96.516,96.54,96.54,96.39,0.03K,-0.08%
15-Mar-19,96.59,96.72,96.775,96.475,6.94K,-0.18%
14-Mar-19,96.769,96.48,96.805,96.475,17.75K,0.27%
13-Mar-19,96.512,96.975,96.985,96.345,31.34K,-0.40%
12-Mar-19,96.899,97,97.245,96.8,26.30K,-0.28%
11-Mar-19,97.174,97.35,97.41,97.115,17.09K,-0.10%
8-Mar-19,97.269,97.55,97.595,97.18,25.41K,-0.37%
7-Mar-19,97.628,96.785,97.665,96.765,27.95K,0.86%
6-Mar-19,96.799,96.83,96.94,96.705,14.73K,0.00%
5-Mar-19,96.795,96.615,96.95,96.585,14.58K,0.19%
4-Mar-19,96.61,96.295,96.745,96.255,16.21K,0.17%
1-Mar-19,96.45,96.165,96.475,95.96,30.25K,0.42%
28-Feb-19,96.043,96.005,96.195,95.715,22.31K,0.01%
27-Feb-19,96.038,95.915,96.07,95.755,14.21K,0.18%
26-Feb-19,95.865,96.255,96.345,95.81,19.18K,-0.42%
25-Feb-19,96.271,96.38,96.47,96.18,13.01K,-0.10%
22-Feb-19,96.367,96.465,96.65,96.28,13.03K,-0.10%
21-Feb-19,96.463,96.355,96.54,96.21,18.04K,0.18%
20-Feb-19,96.294,96.335,96.495,96.12,19.01K,-0.06%
19-Feb-19,96.349,96.665,96.93,96.25,21.43K,-0.40%
18-Feb-19,96.74,96.77,96.77,96.485,6.77K,0.00%
15-Feb-19,96.74,96.87,97.23,96.66,18.43K,-0.07%
14-Feb-19,96.805,97,97.12,96.77,24.00K,-0.14%
13-Feb-19,96.938,96.53,96.995,96.44,18.22K,0.45%
12-Feb-19,96.503,96.87,97,96.445,18.52K,-0.37%
11-Feb-19,96.857,96.43,96.915,96.41,17.68K,0.46%
8-Feb-19,96.416,96.335,96.49,96.235,12.45K,0.13%
7-Feb-19,96.289,96.155,96.455,96.155,15.63K,0.14%
6-Feb-19,96.152,95.82,96.185,95.785,13.76K,0.35%
5-Feb-19,95.817,95.585,95.865,95.54,18.45K,0.26%
4-Feb-19,95.57,95.31,95.655,95.305,11.86K,0.28%
1-Feb-19,95.3,95.29,95.4,95.11,15.82K,0.00%
31-Jan-19,95.304,95.075,95.345,94.875,23.62K,0.29%
30-Jan-19,95.031,95.485,95.69,94.945,22.68K,-0.51%
29-Jan-19,95.516,95.435,95.56,95.305,14.84K,0.10%
28-Jan-19,95.424,95.45,95.595,95.315,11.82K,-0.04%
25-Jan-19,95.465,96.2,96.235,95.4,30.60K,-0.86%
24-Jan-19,96.297,95.74,96.375,95.715,33.92K,0.55%
23-Jan-19,95.772,95.96,96.045,95.705,15.63K,-0.19%
22-Jan-19,95.959,96.005,96.15,95.87,10.68K,-0.04%
21-Jan-19,95.993,96,96.1,95.86,4.88K,0.00%
18-Jan-19,95.993,95.72,96.05,95.665,15.84K,0.29%
17-Jan-19,95.713,95.71,95.925,95.625,17.60K,0.04%
16-Jan-19,95.677,95.55,95.795,95.48,14.45K,0.00%
15-Jan-19,95.675,95.155,95.895,95.07,28.67K,0.49%
14-Jan-19,95.207,95.225,95.325,95.08,16.31K,-0.06%
11-Jan-19,95.266,95.07,95.365,94.78,21.03K,0.15%
10-Jan-19,95.12,94.73,95.215,94.635,22.32K,0.35%
9-Jan-19,94.79,95.395,95.515,94.635,29.00K,-0.72%
8-Jan-19,95.479,95.285,95.615,95.28,17.14K,0.26%
7-Jan-19,95.228,95.705,95.73,95.195,23.36K,-0.55%
4-Jan-19,95.75,95.795,96.2,95.615,29.01K,-0.13%
3-Jan-19,95.878,96.35,96.37,95.775,31.52K,-0.57%
2-Jan-19,96.423,95.69,96.56,95.375,32.14K,0.72%
31-Dec-18,95.735,95.965,96.07,95.585,16.65K,-0.24%
28-Dec-18,95.965,96.02,96.05,95.74,14.17K,-0.04%
27-Dec-18,96.001,96.46,96.495,95.935,20.52K,-0.59%
26-Dec-18,96.568,96.1,96.65,96.02,15.66K,0.58%
24-Dec-18,96.007,96.44,96.44,95.87,13.93K,-0.46%
21-Dec-18,96.455,95.875,96.56,95.73,20.13K,0.76%
20-Dec-18,95.728,96.455,96.515,95.63,31.35K,-0.78%
19-Dec-18,96.484,96.39,96.565,95.995,20.14K,-0.09%
18-Dec-18,96.57,96.605,96.645,96.155,13.57K,-0.62%
17-Dec-18,97.175,97.425,97.47,97.13,0.36K,-0.26%
14-Dec-18,97.43,97.09,97.705,97.09,11.26K,0.39%
13-Dec-18,97.056,97.075,97.29,96.86,23.06K,0.04%
12-Dec-18,97.018,97.36,97.47,96.855,36.09K,-0.35%
11-Dec-18,97.358,97.14,97.52,96.83,29.72K,0.18%
10-Dec-18,97.183,96.7,97.21,96.325,37.93K,0.73%
7-Dec-18,96.476,96.755,96.89,96.465,20.04K,-0.30%
6-Dec-18,96.764,96.94,97.175,96.495,23.22K,-0.25%
5-Dec-18,97.01,96.94,97.155,96.755,12.13K,0.11%
4-Dec-18,96.902,96.89,97.07,96.3,25.71K,-0.07%
3-Dec-18,96.969,97.055,97.085,96.64,15.84K,-0.23%
30-Nov-18,97.196,96.705,97.24,96.635,17.87K,0.51%
29-Nov-18,96.699,96.78,96.93,96.545,19.21K,0.02%
28-Nov-18,96.681,97.31,97.455,96.58,29.53K,-0.62%
27-Nov-18,97.28,96.93,97.41,96.88,19.33K,0.31%
26-Nov-18,96.979,96.805,97.005,96.56,11.23K,0.16%
23-Nov-18,96.825,96.4,96.865,96.295,13.66K,0.25%
22-Nov-18,96.585,96.595,96.615,96.205,10.40K,0.00%
21-Nov-18,96.585,96.725,96.755,96.36,23.45K,-0.14%
20-Nov-18,96.716,96.095,96.77,95.93,19.07K,0.68%
19-Nov-18,96.066,96.275,96.435,95.985,15.66K,-0.28%
16-Nov-18,96.333,96.89,96.92,96.26,23.83K,-0.47%
15-Nov-18,96.791,96.83,97.245,96.625,36.08K,0.14%
14-Nov-18,96.659,96.91,97.26,96.585,37.71K,-0.50%
13-Nov-18,97.144,97.43,97.505,96.91,24.03K,-0.24%
12-Nov-18,97.382,96.875,97.53,96.8,21.08K,0.67%
9-Nov-18,96.734,96.475,96.85,96.455,16.03K,0.19%
8-Nov-18,96.55,95.995,96.58,95.895,17.93K,0.78%
7-Nov-18,95.807,95.765,96.285,95.485,34.01K,-0.32%
6-Nov-18,96.117,96.115,96.255,95.95,14.08K,0.04%
5-Nov-18,96.083,96.275,96.51,96.045,16.87K,-0.27%
2-Nov-18,96.343,96.13,96.405,95.795,31.27K,0.27%
1-Nov-18,96.081,96.885,96.91,96,29.79K,-0.85%
31-Oct-18,96.901,96.78,96.98,96.655,22.88K,0.11%
30-Oct-18,96.791,96.44,96.805,96.395,16.49K,0.46%
29-Oct-18,96.35,96.225,96.475,96.115,24.38K,0.23%
26-Oct-18,96.128,96.35,96.62,96.05,28.67K,-0.34%
25-Oct-18,96.455,96.12,96.5,95.975,28.29K,0.28%
24-Oct-18,96.182,95.71,96.305,95.665,28.40K,0.49%
23-Oct-18,95.713,95.775,95.92,95.545,22.79K,-0.04%
22-Oct-18,95.749,95.385,95.84,95.205,16.46K,0.32%
19-Oct-18,95.443,95.695,95.83,95.275,26.37K,-0.20%
18-Oct-18,95.638,95.365,95.735,95.21,23.26K,0.36%
17-Oct-18,95.297,94.795,95.375,94.77,24.83K,0.58%
16-Oct-18,94.748,94.765,94.9,94.47,15.73K,-0.01%
15-Oct-18,94.754,95.005,95.06,94.635,13.75K,-0.17%
12-Oct-18,94.911,94.715,95.055,94.64,16.37K,0.22%
11-Oct-18,94.706,95.12,95.125,94.665,29.20K,-0.49%
10-Oct-18,95.177,95.305,95.47,95.05,20.04K,-0.18%
9-Oct-18,95.346,95.425,95.84,95.31,21.73K,-0.09%
8-Oct-18,95.436,95.3,95.705,95.26,12.18K,0.14%
5-Oct-18,95.305,95.41,95.625,95.175,23.06K,-0.11%
4-Oct-18,95.412,95.715,95.78,95.19,25.23K,0.01%
3-Oct-18,95.406,95.115,95.745,94.885,21.51K,0.28%
2-Oct-18,95.14,94.92,95.39,94.895,26.49K,0.22%
1-Oct-18,94.929,94.71,95,94.605,14.86K,0.20%
28-Sep-18,94.737,94.63,94.985,94.55,23.14K,0.23%
27-Sep-18,94.524,93.89,94.62,93.81,27.05K,0.80%
26-Sep-18,93.773,93.76,94,93.52,21.09K,0.07%
25-Sep-18,93.711,93.82,93.96,93.59,14.78K,-0.07%
24-Sep-18,93.775,93.795,93.95,93.415,16.81K,-0.02%
21-Sep-18,93.798,93.49,93.93,93.395,23.21K,0.33%
20-Sep-18,93.491,94.165,94.165,93.405,28.35K,-0.67%
19-Sep-18,94.119,94.15,94.325,93.91,15.32K,-0.11%
18-Sep-18,94.227,94.18,94.32,93.88,19.09K,-0.27%
17-Sep-18,94.486,94.925,94.925,94.49,0.06K,-0.46%
14-Sep-18,94.925,94.56,94.99,94.355,10.47K,0.43%
13-Sep-18,94.517,94.85,94.955,94.41,27.96K,-0.26%
12-Sep-18,94.768,95.11,95.27,94.705,34.87K,-0.48%
11-Sep-18,95.225,95.13,95.33,94.845,29.32K,0.12%
10-Sep-18,95.11,95.385,95.54,94.985,23.11K,-0.23%
7-Sep-18,95.329,95,95.42,94.83,26.24K,0.36%
6-Sep-18,94.988,95.04,95.175,94.88,17.39K,-0.14%
5-Sep-18,95.124,95.35,95.62,94.995,24.33K,-0.27%
4-Sep-18,95.38,95.105,95.68,95.085,22.20K,0.31%
3-Sep-18,95.083,95.115,95.175,94.945,6.60K,0.00%
31-Aug-18,95.083,94.655,95.17,94.485,21.92K,0.43%
30-Aug-18,94.679,94.455,94.85,94.395,21.37K,0.17%
29-Aug-18,94.522,94.63,94.86,94.44,18.77K,-0.12%
28-Aug-18,94.635,94.66,94.825,94.34,18.56K,-0.05%
27-Aug-18,94.684,95.08,95.23,94.595,18.84K,-0.40%
24-Aug-18,95.063,95.57,95.61,94.935,23.38K,-0.54%
23-Aug-18,95.583,95.08,95.625,95.08,18.33K,0.56%
22-Aug-18,95.051,95.095,95.28,94.83,17.93K,-0.10%
21-Aug-18,95.15,95.625,95.66,94.96,24.69K,-0.67%
20-Aug-18,95.789,96.05,96.3,95.655,17.94K,-0.20%
17-Aug-18,95.981,96.5,96.56,95.97,17.17K,-0.57%
16-Aug-18,96.536,96.615,96.665,96.205,19.62K,-0.04%
15-Aug-18,96.577,96.55,96.865,96.53,19.02K,-0.03%
14-Aug-18,96.605,96.21,96.67,96.02,20.76K,0.37%
13-Aug-18,96.251,96.25,96.39,96.02,20.27K,0.03%
10-Aug-18,96.218,95.48,96.31,95.385,43.15K,0.91%
9-Aug-18,95.355,94.955,95.485,94.87,19.15K,0.49%
8-Aug-18,94.89,94.99,95.25,94.82,16.85K,-0.16%
7-Aug-18,95.046,95.17,95.225,94.81,15.10K,-0.15%
6-Aug-18,95.187,95.045,95.35,95.03,15.08K,0.24%
3-Aug-18,94.961,95.01,95.195,94.795,22.57K,-0.03%
2-Aug-18,94.987,94.45,95.02,94.42,20.49K,0.59%
1-Aug-18,94.428,94.355,94.515,94.29,10.72K,0.16%
31-Jul-18,94.275,94.12,94.365,93.94,15.48K,0.17%
30-Jul-18,94.111,94.485,94.555,94.04,12.40K,-0.37%
27-Jul-18,94.46,94.545,94.7,94.42,15.97K,-0.09%
26-Jul-18,94.544,93.94,94.58,93.87,22.63K,0.44%
25-Jul-18,94.129,94.375,94.45,93.905,19.41K,-0.27%
24-Jul-18,94.388,94.425,94.635,94.165,13.35K,-0.06%
23-Jul-18,94.44,94.195,94.49,93.97,15.26K,0.23%
20-Jul-18,94.226,94.905,95.095,94.125,34.63K,-0.75%
19-Jul-18,94.942,94.82,95.44,94.665,40.05K,0.14%
18-Jul-18,94.811,94.8,95.18,94.72,27.55K,0.11%
17-Jul-18,94.704,94.29,94.855,94.04,18.66K,0.46%
16-Jul-18,94.272,94.455,94.52,94.15,12.03K,-0.24%
13-Jul-18,94.5,94.64,95,94.43,17.52K,-0.07%
12-Jul-18,94.564,94.485,94.715,94.4,14.68K,0.08%
11-Jul-18,94.486,93.955,94.535,93.82,25.19K,0.64%
10-Jul-18,93.889,93.805,94.225,93.75,14.45K,0.09%
9-Jul-18,93.807,93.73,93.94,93.44,17.46K,0.04%
6-Jul-18,93.769,94.125,94.235,93.575,19.78K,-0.48%
5-Jul-18,94.223,94.27,94.345,93.915,13.95K,-0.20%
4-Jul-18,94.412,94.32,94.455,94.135,10.80K,0.00%
3-Jul-18,94.412,94.59,94.73,94.28,15.03K,-0.39%
2-Jul-18,94.779,94.3,94.885,94.26,16.22K,0.46%
29-Jun-18,94.349,95.025,95.055,94.195,28.02K,-0.79%
28-Jun-18,95.096,94.97,95.255,94.79,19.79K,0.13%
27-Jun-18,94.969,94.375,95.11,94.2,20.16K,0.66%
26-Jun-18,94.346,93.95,94.455,93.83,15.30K,0.43%
25-Jun-18,93.939,94.15,94.365,93.865,16.30K,-0.26%
22-Jun-18,94.18,94.55,94.55,94.095,18.27K,-0.24%
21-Jun-18,94.404,94.79,95.22,94.34,28.34K,-0.33%
20-Jun-18,94.716,94.645,94.985,94.585,16.23K,-0.01%
19-Jun-18,94.729,94.345,94.945,94.175,26.77K,-0.14%
18-Jun-18,94.858,94.875,95,94.75,0.18K,0.08%
15-Jun-18,94.782,94.955,95.13,94.665,10.09K,0.01%
14-Jun-18,94.776,93.49,94.945,93.18,31.06K,1.15%
13-Jun-18,93.699,93.815,94.04,93.52,42.47K,-0.11%
12-Jun-18,93.801,93.68,93.915,93.455,24.79K,0.26%
11-Jun-18,93.56,93.51,93.67,93.355,19.87K,0.02%
8-Jun-18,93.537,93.47,93.825,93.38,18.65K,0.17%
7-Jun-18,93.376,93.585,93.585,93.19,18.38K,-0.28%
6-Jun-18,93.634,93.805,93.865,93.385,25.22K,-0.25%
5-Jun-18,93.871,93.985,94.295,93.755,20.63K,-0.12%
4-Jun-18,93.986,94.165,94.165,93.63,16.76K,-0.19%
1-Jun-18,94.169,93.96,94.435,93.855,28.83K,0.22%
31-May-18,93.959,94.05,94.215,93.69,32.32K,-0.17%
30-May-18,94.115,94.8,94.925,93.985,37.62K,-0.71%
29-May-18,94.789,94.345,94.975,94.235,35.74K,0.70%
28-May-18,94.13,94.06,94.435,93.805,15.15K,0.00%
25-May-18,94.13,93.735,94.24,93.69,23.15K,0.46%
24-May-18,93.701,93.85,93.91,93.545,22.33K,-0.23%
23-May-18,93.918,93.45,94.115,93.425,28.84K,0.42%
22-May-18,93.526,93.46,93.65,93.2,20.94K,-0.06%
21-May-18,93.581,93.585,93.965,93.42,22.28K,0.04%
18-May-18,93.544,93.44,93.74,93.24,19.44K,0.18%
17-May-18,93.375,93.195,93.48,93.005,21.66K,0.10%
16-May-18,93.281,93.22,93.515,93.015,28.24K,0.20%
15-May-18,93.093,92.53,93.345,92.48,29.91K,0.68%
14-May-18,92.462,92.425,92.55,92.115,17.87K,0.06%
11-May-18,92.411,92.605,92.71,92.235,20.26K,-0.11%
10-May-18,92.516,93.005,93.03,92.39,34.75K,-0.40%
9-May-18,92.884,92.905,93.26,92.695,26.45K,-0.08%
8-May-18,92.958,92.555,93.135,92.505,29.98K,0.40%
7-May-18,92.592,92.415,92.825,92.29,19.36K,0.20%
4-May-18,92.408,92.27,92.755,92.19,25.44K,0.17%
3-May-18,92.251,92.59,92.6,92.185,23.02K,-0.10%
2-May-18,92.339,92.295,92.665,92.04,38.90K,0.09%
1-May-18,92.255,91.62,92.37,91.595,27.41K,0.68%
30-Apr-18,91.63,91.345,91.71,91.28,23.56K,0.31%
27-Apr-18,91.343,91.385,91.79,91.29,30.52K,-0.02%
26-Apr-18,91.365,91.005,91.44,90.745,38.97K,0.45%
25-Apr-18,90.953,90.54,91.035,90.515,26.43K,0.46%
24-Apr-18,90.537,90.695,90.85,90.475,24.27K,-0.19%
23-Apr-18,90.705,90.14,90.75,90.08,31.08K,0.70%
20-Apr-18,90.075,89.655,90.245,89.64,31.76K,0.42%
19-Apr-18,89.695,89.355,89.71,89.235,24.76K,0.39%
18-Apr-18,89.347,89.225,89.5,89.165,19.77K,0.13%
17-Apr-18,89.228,89.115,89.385,88.945,14.99K,0.10%
16-Apr-18,89.135,89.5,89.555,89.085,17.09K,-0.41%
13-Apr-18,89.503,89.46,89.59,89.37,12.80K,0.05%
12-Apr-18,89.456,89.21,89.675,89.16,23.61K,0.23%
11-Apr-18,89.253,89.28,89.365,89.02,18.44K,-0.03%
10-Apr-18,89.28,89.545,89.665,89.23,21.99K,-0.28%
9-Apr-18,89.534,89.85,89.98,89.51,22.27K,-0.28%
6-Apr-18,89.782,90.07,90.295,89.745,22.63K,-0.41%
5-Apr-18,90.154,89.745,90.27,89.74,25.72K,0.41%
4-Apr-18,89.783,89.8,89.895,89.57,15.11K,-0.08%
3-Apr-18,89.859,89.73,89.945,89.515,19.80K,0.17%
2-Apr-18,89.706,89.68,89.81,89.41,13.28K,-0.12%
29-Mar-18,89.812,89.725,89.84,89.575,17.76K,0.10%
28-Mar-18,89.719,88.97,89.82,88.895,32.56K,0.83%
27-Mar-18,88.983,88.625,89.25,88.53,24.99K,0.43%
26-Mar-18,88.604,89.04,89.105,88.56,25.80K,-0.48%
23-Mar-18,89.033,89.325,89.345,88.975,22.74K,-0.49%
22-Mar-18,89.473,89.265,89.575,88.99,26.35K,0.12%
21-Mar-18,89.369,89.98,89.985,89.215,32.86K,-0.65%
20-Mar-18,89.954,89.47,90.025,89.41,18.11K,-0.03%
19-Mar-18,89.983,90.18,90.35,89.97,1.71K,-0.25%
16-Mar-18,90.212,90.12,90.375,89.875,9.39K,0.10%
15-Mar-18,90.126,89.695,90.165,89.62,21.07K,0.49%
14-Mar-18,89.687,89.685,89.875,89.54,24.99K,0.05%
13-Mar-18,89.643,89.87,90.09,89.565,27.20K,-0.25%
12-Mar-18,89.867,90.065,90.165,89.815,23.38K,-0.22%
9-Mar-18,90.065,90.175,90.365,89.965,25.55K,-0.10%
8-Mar-18,90.156,89.585,90.215,89.42,31.83K,0.61%
7-Mar-18,89.607,89.49,89.745,89.33,23.59K,0.02%
6-Mar-18,89.59,89.92,90.035,89.47,32.81K,-0.50%
5-Mar-18,90.041,89.83,90.19,89.65,24.45K,0.15%
2-Mar-18,89.906,90.2,90.26,89.835,25.82K,-0.42%
1-Mar-18,90.281,90.655,90.885,90.16,39.78K,-0.30%
28-Feb-18,90.551,90.305,90.65,90.245,24.71K,0.30%
27-Feb-18,90.28,89.675,90.435,89.62,29.72K,0.55%
26-Feb-18,89.79,89.88,90,89.425,20.83K,-0.02%
23-Feb-18,89.808,89.705,89.99,89.69,16.56K,0.17%
22-Feb-18,89.656,90.055,90.17,89.56,24.08K,-0.29%
21-Feb-18,89.913,89.675,90.06,89.49,23.07K,0.31%
20-Feb-18,89.636,89.165,89.72,89.155,17.88K,0.70%
19-Feb-18,89.013,89.005,89.355,88.865,11.42K,0.00%
16-Feb-18,89.013,88.5,89.15,88.15,26.17K,0.57%
15-Feb-18,88.505,88.89,88.89,88.445,27.69K,-0.56%
14-Feb-18,89.005,89.595,90.02,88.835,39.24K,-0.66%
13-Feb-18,89.592,90.06,90.07,89.49,20.99K,-0.56%
12-Feb-18,90.096,90.25,90.31,89.955,19.21K,-0.26%
9-Feb-18,90.334,90.16,90.45,90.005,34.96K,0.24%
8-Feb-18,90.116,90.155,90.455,89.895,35.27K,0.00%
7-Feb-18,90.118,89.49,90.275,89.325,33.06K,0.75%
6-Feb-18,89.451,89.465,89.92,89.235,40.15K,0.05%
5-Feb-18,89.405,89.185,89.58,88.875,37.14K,0.41%
2-Feb-18,89.036,88.49,89.275,88.44,32.68K,0.60%
1-Feb-18,88.505,88.935,89.17,88.385,23.88K,-0.50%
31-Jan-18,88.954,88.95,89.135,88.615,29.18K,-0.05%
30-Jan-18,88.999,89.215,89.48,88.74,26.24K,-0.15%
29-Jan-18,89.131,88.95,89.44,88.835,25.77K,0.27%
26-Jan-18,88.891,89.17,89.18,88.565,33.16K,-0.38%
25-Jan-18,89.227,89.095,89.415,88.255,77.36K,0.24%
24-Jan-18,89.011,89.875,89.905,88.955,32.30K,-1.01%
23-Jan-18,89.915,90.155,90.395,89.845,20.36K,-0.31%
22-Jan-18,90.191,90.27,90.5,90.14,16.70K,-0.20%
19-Jan-18,90.37,90.32,90.51,89.96,24.17K,0.08%
18-Jan-18,90.297,90.65,90.765,90.205,28.15K,-0.02%
17-Jan-18,90.313,89.99,90.695,89.96,33.60K,0.19%
16-Jan-18,90.146,90.255,90.58,90.105,27.97K,-0.65%
15-Jan-18,90.735,90.595,90.705,90.045,24.81K,0.00%
12-Jan-18,90.735,91.51,91.63,90.53,40.56K,-0.95%
11-Jan-18,91.608,92.07,92.305,91.535,22.70K,-0.50%
10-Jan-18,92.07,92.225,92.285,91.65,24.56K,-0.21%
9-Jan-18,92.26,92.07,92.36,91.96,21.58K,0.17%
8-Jan-18,92.1,91.765,92.135,91.61,15.96K,0.47%
5-Jan-18,91.673,91.55,91.83,91.51,13.75K,0.10%
4-Jan-18,91.581,91.965,92,91.52,15.73K,-0.34%
3-Jan-18,91.896,91.56,91.99,91.535,17.21K,0.35%
2-Jan-18,91.573,91.895,91.93,91.47,19.62K,-0.28%
29-Dec-17,91.826,92.355,92.375,91.805,21.61K,-0.51%
28-Dec-17,92.3,92.69,92.69,92.275,15.44K,-0.34%
27-Dec-17,92.612,92.825,92.865,92.525,16.22K,-0.20%
26-Dec-17,92.801,92.885,92.96,92.755,6.31K,-0.13%
22-Dec-17,92.924,93,93.075,92.87,9.38K,0.07%
21-Dec-17,92.862,92.925,93.095,92.815,12.90K,-0.03%
20-Dec-17,92.891,93.035,93.12,92.75,20.13K,-0.15%
19-Dec-17,93.027,93.255,93.31,93.015,14.68K,-0.53%
18-Dec-17,93.52,94,94.02,93.575,0.54K,-0.44%
15-Dec-17,93.929,93.57,93.995,93.405,8.97K,0.48%
14-Dec-17,93.479,93.38,93.77,93.275,29.83K,0.06%
13-Dec-17,93.419,94.015,94.095,93.34,30.86K,-0.70%
12-Dec-17,94.08,93.895,94.21,93.745,18.70K,0.25%
11-Dec-17,93.843,93.86,93.955,93.65,26.43K,-0.03%
8-Dec-17,93.874,93.8,94.075,93.785,19.75K,0.11%
7-Dec-17,93.769,93.565,93.78,93.495,14.81K,0.20%
6-Dec-17,93.582,93.31,93.62,93.135,21.66K,0.27%
5-Dec-17,93.334,93.02,93.445,93,18.29K,0.20%
4-Dec-17,93.144,93.04,93.345,93.005,30.07K,0.33%
1-Dec-17,92.841,92.905,93.21,92.55,31.15K,-0.17%
30-Nov-17,93.002,93.2,93.465,92.68,27.69K,-0.11%
29-Nov-17,93.107,93.175,93.375,92.925,17.79K,-0.11%
28-Nov-17,93.213,92.795,93.27,92.76,21.74K,0.42%
27-Nov-17,92.825,92.665,92.865,92.43,22.70K,0.13%
24-Nov-17,92.707,93.11,93.175,92.61,17.46K,-0.46%
23-Nov-17,93.135,93.195,93.21,93,9.96K,0.00%
22-Nov-17,93.135,93.855,93.88,93.12,24.89K,-0.79%
21-Nov-17,93.877,93.945,94.085,93.795,11.70K,-0.13%
20-Nov-17,93.997,93.73,94.02,93.485,19.68K,0.45%
17-Nov-17,93.575,93.715,93.845,93.42,16.91K,-0.30%
16-Nov-17,93.854,93.785,93.915,93.69,12.19K,0.14%
15-Nov-17,93.726,93.77,93.8,93.305,25.25K,0.00%
14-Nov-17,93.723,94.405,94.44,93.64,27.44K,-0.70%
13-Nov-17,94.388,94.355,94.545,94.31,10.71K,0.12%
10-Nov-17,94.278,94.365,94.555,94.155,14.65K,-0.08%
9-Nov-17,94.352,94.85,94.865,94.305,22.01K,-0.44%
8-Nov-17,94.768,94.765,94.865,94.68,11.41K,-0.03%
7-Nov-17,94.8,94.63,95.07,94.6,23.73K,0.15%
6-Nov-17,94.657,94.825,95,94.605,17.71K,-0.21%
3-Nov-17,94.858,94.61,94.92,94.115,24.48K,0.29%
2-Nov-17,94.588,94.665,94.695,94.305,17.09K,-0.13%
1-Nov-17,94.709,94.415,94.755,94.4,16.62K,0.30%
31-Oct-17,94.429,94.365,94.6,94.35,18.90K,-0.03%
30-Oct-17,94.454,94.77,94.835,94.325,22.35K,-0.39%
27-Oct-17,94.822,94.66,95.06,94.63,36.50K,0.33%
26-Oct-17,94.509,93.495,94.615,93.365,44.61K,1.00%
25-Oct-17,93.577,93.83,93.89,93.475,24.51K,-0.09%
24-Oct-17,93.661,93.695,93.87,93.555,18.54K,-0.16%
23-Oct-17,93.814,93.64,93.9,93.56,16.03K,0.25%
20-Oct-17,93.579,93.045,93.675,92.995,27.27K,0.49%
19-Oct-17,93.12,93.29,93.425,92.91,18.56K,-0.12%
18-Oct-17,93.228,93.34,93.655,93.215,15.59K,-0.13%
17-Oct-17,93.35,93.14,93.59,93.135,16.91K,0.20%
16-Oct-17,93.161,92.965,93.21,92.93,15.65K,0.24%
